customerID,gender,age_first_order,user_agent_brand,user_agent_os,ip_address_country,ip_address_geopoint,campaign,pages_visited_avg,high_revenue
433886,F,73,IE,Windows,Australia,POINT(153.0215 -27.4732),False,12.0,False
4409di,,62,Chrome,Windows,United States,POINT(-110.3607 31.5273),True,11.666666666666666,False
448971,M,22,Firefox,Windows,China,POINT(119.3061 26.0614),False,13.0,False
456699,M,17,Chrome,Linux,United States,POINT(-105.0128 39.8158),False,15.0,False
465294,,61,Chrome,Windows,China,POINT(109.8222 40.6522),False,12.0,False
473531,,53,Chrome,Windows,United States,POINT(-97.822 37.751),False,11.5,False
481468,M,71,Chrome,Linux,United States,POINT(-78.6253 35.7977),True,10.0,False
490752,M,49,Safari,MacOS X,China,POINT(116.9972 36.6683),True,10.2,True
495741,M,31,Chrome,MacOS X,Germany,POINT(8.6833 50.1167),False,11.0,False
4ra5nr,F,57,Chrome,Windows,Republic of Korea,POINT(126.9743 37.5111),False,8.0,False
507903,M,,Firefox,Linux,Nigeria,POINT(8 10),False,9.333333333333334,False
515342,F,15,IE,Windows,United States,POINT(-122.1021 37.0448),False,10.333333333333334,False
522141,M,68,Chrome,Windows,Brazil,POINT(-36.85 -10.2167),True,8.833333333333334,False
532064,F,68,Chrome,Windows,Germany,POINT(9.9366 49.7829),False,12.0,False
53xudn,F,36,Chrome,MacOS X,China,POINT(117.2808 31.8639),True,9.0,False
547731,M,46,Chrome,Windows,Mexico,POINT(-99.6672 19.2883),False,10.5,False
556625,F,36,Chrome,Windows,Japan,POINT(139.69 35.69),True,8.0,False
566574,,47,Chrome,Windows,United States,POINT(-96.8353 32.9299),False,13.5,False
576122,M,69,Chrome,Windows,United States,POINT(-86.2539 32.404),False,11.0,True
584970,M,61,Chrome,Windows,Egypt,POINT(31.223 30.0355),False,15.0,False
593805,M,70,Chrome,MacOS X,United States,POINT(-112.1254 33.508),False,12.0,False
5gr0i8,,54,Chrome,MacOS X,United States,POINT(-97.822 37.751),True,12.0,False
605513,F,74,Chrome,Windows,Kenya,POINT(38 1),False,6.5,False
613271,F,45,Firefox,Windows,Egypt,POINT(31.1786 30.4591),False,13.0,False
620875,M,67,Chrome,MacOS X,Norway,POINT(9.6 59.2),False,12.0,False
628638,F,29,Safari,MacOS X,Japan,POINT(139.69 35.69),False,9.0,False
637104,F,33,Chrome,Windows,,,True,9.25,False
648327,F,,Safari,MacOS X,Japan,POINT(139.7677 35.6427),False,11.0,False
656559,,48,Chrome,MacOS X,Germany,POINT(9.8621 53.3285),False,10.5,False
664623,M,47,Chrome,Windows,United States,POINT(-78.8986 35.994),True,12.75,False
672513,M,73,Chrome,MacOS X,Netherlands,POINT(4.6456 51.8323),False,13.333333333333334,False
682588,F,,Firefox,Windows,China,POINT(120.75 30.7522),False,10.5,False
690734,M,72,Chrome,Windows,United States,POINT(-83.1763 42.3223),False,10.0,False
698947,F,58,Chrome,Windows,United States,POINT(-97.822 37.751),False,11.25,False
6x07f0,F,38,Chrome,MacOS X,United States,POINT(-97.822 37.751),True,10.5,False
705197,F,46,Edge,Windows,United States,POINT(-122.0574 37.4192),False,9.4,False
712989,M,67,Chrome,Windows,United States,POINT(-74.0104 40.7087),True,12.4,False
720687,M,32,Chrome,Windows,China,POINT(115.275 39.8897),True,11.0,False
72oo2q,M,61,Chrome,Windows,United States,POINT(-90.1755 32.3706),True,11.666666666666666,True
739280,F,61,Chrome,MacOS X,United States,POINT(-117.1649 32.8072),False,12.0,False
748424,F,61,Firefox,Windows,Republic of Korea,POINT(126.9741 37.5112),False,11.75,False
757150,M,45,Chrome,MacOS X,United States,POINT(-97.822 37.751),True,10.166666666666666,False
765981,F,29,Chrome,Windows,United States,POINT(-77.5576 43.1154),True,15.0,False
772zgp,,46,Firefox,Windows,Taiwan,POINT(121.4966 25.0418),True,13.0,False
780243,M,50,Chrome,Windows,Morocco,POINT(-5 32),False,16.0,False
788502,,25,Firefox,MacOS X,Egypt,POINT(31.223 30.0355),False,10.0,False
796320,M,,Chrome,Windows,Japan,POINT(139.69 35.69),False,10.0,False
7ohk4n,,41,Firefox,Windows,Japan,POINT(139.6425 35.4478),False,13.0,False
803529,M,52,Chrome,MacOS X,Germany,POINT(9.491 51.2993),False,16.0,False
813916,M,,Chrome,Windows,United States,POINT(-82.7083 33.7319),False,16.0,True
821302,F,52,Firefox,Windows,United States,POINT(-110.3607 31.5273),False,6.0,False
829263,F,60,Chrome,MacOS X,Australia,POINT(151.2055 -33.8615),False,9.0,False
836234,F,,Chrome,Windows,Turkey,POINT(28.9296 41.0585),False,16.0,False
843897,M,26,Chrome,Windows,Morocco,POINT(-5 32),False,6.0,False
852360,M,75,Firefox,Windows,United States,POINT(-97.822 37.751),True,8.444444444444445,False
859461,M,58,Chrome,Linux,United States,POINT(-97.822 37.751),False,14.0,False
867028,F,55,Firefox,Windows,United States,POINT(-97.1792 43.9858),False,8.0,False
874994,M,,Chrome,Windows,Taiwan,POINT(121.4966 25.0418),False,12.0,False
882757,M,48,Chrome,Windows,United States,POINT(-118.4165 33.9192),False,20.0,False
891310,F,50,Firefox,Windows,United States,POINT(-77.3428 38.9599),True,10.2,False
898657,M,24,Chrome,Windows,France,POINT(2.3387 48.8582),False,12.5,False
8vbxh4,F,71,Safari,MacOS X,Japan,POINT(139.69 35.69),True,13.0,False
906922,M,59,Chrome,Windows,Poland,POINT(21.0362 52.2394),False,14.333333333333334,False
914591,,64,Chrome,Windows,Republic of Korea,POINT(126.9743 37.5111),False,10.333333333333334,False
921398,F,33,Chrome,Windows,China,POINT(116.3883 39.9289),True,15.0,False
929672,F,45,Chrome,Windows,United States,POINT(-97.822 37.751),True,7.0,False
938785,F,48,Chrome,MacOS X,Brazil,POINT(-46.6289 -23.5464),True,8.714285714285714,True
946173,F,34,Chrome,MacOS X,Japan,POINT(139.69 35.69),False,14.0,False
954926,,69,Chrome,Windows,Brazil,POINT(-43.2192 -22.8305),False,8.666666666666666,False
962324,F,71,Chrome,MacOS X,China,POINT(117.2808 31.8639),False,11.0,False
969569,M,48,Firefox,MacOS X,Italy,POINT(12.2108 45.0222),False,10.25,False
978234,F,56,Chrome,MacOS X,United States,POINT(-93.2408 45.0023),False,10.0,False
986638,F,52,Chrome,MacOS X,United States,POINT(-84.4569 39.162),False,14.0,False
993137,F,38,Firefox,Windows,Venezuela,POINT(-69.3228 10.0739),True,11.5,False
999900,F,48,Chrome,MacOS X,Brazil,POINT(-43.2192 -22.8305),False,8.75,False
a7h7hd,M,23,Chrome,Windows,United States,POINT(-97.822 37.751),False,8.0,False
b0hok2,M,57,Chrome,MacOS X,Germany,POINT(9.491 51.2993),False,16.5,False
bnjizg,M,58,Chrome,MacOS X,Ireland,POINT(-6.2439 53.3472),False,11.0,False
cca99v,F,56,Chrome,MacOS X,Germany,POINT(11.5181 48.1976),True,10.0,True
d59u2c,M,39,Chrome,MacOS X,United Kingdom,POINT(-3.9667 51.6333),True,10.6,True
e2gh2p,M,52,Chrome,Windows,Spain,POINT(2.159 41.3888),False,11.0,False
eqqugw,F,,Chrome,Linux,Switzerland,POINT(8.1551 47.1449),True,12.0,False
f898u5,M,51,Chrome,MacOS X,United States,POINT(-80.2062 25.7868),False,15.0,False
fujb8k,M,29,Safari,MacOS X,Canada,POINT(-75.9367 45.317),False,14.0,False
gf8gss,M,27,Safari,MacOS X,France,POINT(-0.6317 45.7456),True,15.0,False
h07je0,M,30,Chrome,Windows,Iran,POINT(51.4231 35.6961),False,10.0,False
hu6s54,M,25,Chrome,Windows,France,POINT(7.0128 43.5513),False,11.0,False
ih1gtm,M,57,Chrome,MacOS X,Saudi Arabia,POINT(46.7152 24.6537),False,15.0,False
j8k288,M,54,Firefox,Windows,United States,POINT(-87.6517 41.8483),False,12.5,False
ju59fc,F,50,Chrome,Windows,United States,POINT(-97.822 37.751),False,11.0,False
kviiov,M,66,Chrome,Windows,United States,POINT(-117.1649 32.8072),False,14.0,False
loq4x4,M,27,Firefox,Windows,United States,POINT(-97.822 37.751),False,20.0,False
macc7n,M,47,Chrome,Windows,United States,POINT(-110.3607 31.5273),False,7.5,False
n1u44b,M,49,Chrome,Windows,United Kingdom,POINT(-0.1224 51.4964),False,14.0,False
nstosz,M,72,Chrome,Windows,United States,POINT(-71.0843 42.3626),False,16.0,False
ohjn23,,20,Chrome,Windows,France,POINT(2.3292 48.8628),False,12.0,False
p42rwn,M,17,Chrome,MacOS X,United States,POINT(-97.822 37.751),True,14.0,False
pti33y,M,52,Chrome,MacOS X,Russia,POINT(50.1182 53.1835),False,9.0,False
qnnmxd,F,39,Chrome,MacOS X,Malaysia,POINT(110.1013 1.4813),True,14.0,False
rdejma,M,62,Chrome,Windows,Trinidad and Tobago,POINT(-61 11),False,14.5,False
s12aa6,M,71,Chrome,Windows,United States,POINT(-73.517 40.7228),False,9.5,False
sya4kz,M,25,Safari,MacOS X,United States,POINT(-97.822 37.751),False,14.0,False
txm4ke,F,43,Chrome,Windows,United States,POINT(-104.9995 39.7525),False,12.0,False
uhwqie,F,26,Chrome,MacOS X,Mexico,POINT(-100.3167 25.6667),True,10.0,False
v7x531,,64,Chrome,Windows,United States,POINT(-97.822 37.751),False,10.0,False
w6qxmf,M,40,Firefox,Windows,China,POINT(116.3883 39.9289),False,13.0,False
wtsojf,M,32,Firefox,MacOS X,United States,POINT(-94.597 33.5113),False,12.0,False
xjcd70,F,54,Edge,Windows,United States,POINT(-117.1649 32.8072),False,9.0,True
y2m3vg,F,17,Firefox,Windows,,POINT(0 0),False,12.0,False
yukuod,M,51,Chrome,Windows,United States,POINT(-122.3984 37.7989),True,10.0,False
zjt03i,F,72,Chrome,Windows,United States,POINT(-97.822 37.751),False,13.0,False
000071,F,48,Chrome,MacOS X,Japan,POINT(139.69 35.69),True,12.666666666666666,False
008006,F,33,Chrome,Windows,Argentina,POINT(-58.1986 -34.7557),False,5.0,False
015420,M,48,Chrome,Windows,United States,POINT(-88.1404 41.7701),True,10.5,True
024942,M,67,Edge,Windows,Dominican Republic,POINT(-69.9 18.4667),False,15.0,False
032638,F,48,Chrome,MacOS X,Tunisia,POINT(9 34),True,12.4,False
040425,F,71,Safari,MacOS X,South Africa,POINT(24 -29),True,12.5,False
049542,F,69,Chrome,Windows,France,POINT(2.254 48.9188),False,14.0,False
059163,M,33,Chrome,Windows,Belgium,POINT(4.35 50.85),True,8.6,False
068123,M,,Chrome,Windows,Indonesia,POINT(106.63 -6.1781),True,7.8,False
075131,M,43,Chrome,Windows,Algeria,POINT(-0.6417 35.6911),False,9.0,False
083476,F,40,Chrome,Windows,Republic of Korea,POINT(126.9741 37.5112),False,15.0,False
091080,,23,Chrome,Windows,Taiwan,POINT(121.4966 25.0418),False,16.0,False
0a9fzx,F,59,Chrome,Linux,Indonesia,POINT(106.8294 -6.1744),False,9.0,False
0tg8t6,F,,Chrome,MacOS X,Norway,POINT(5.3247 60.3911),False,10.0,False
106823,F,46,Firefox,Windows,United States,POINT(-123.0547 44.0364),False,9.0,False
113433,M,41,Chrome,Windows,China,POINT(116.3883 39.9289),False,10.0,False
123042,F,61,Chrome,Windows,United States,POINT(-121.9621 37.5497),False,15.0,False
131603,F,19,Chrome,Windows,United States,POINT(-118.244 34.0544),False,9.0,False
140004,F,31,Chrome,Windows,United States,POINT(-73.9972 40.7517),False,11.0,False
147563,M,62,Chrome,Windows,Australia,POINT(143.2104 -33.494),False,11.0,False
157425,F,52,Edge,Windows,France,POINT(5.9328 45.3263),False,10.0,False
165440,F,29,Chrome,Windows,China,POINT(116.3883 39.9289),True,14.0,False
173007,M,37,Chrome,Windows,Brazil,POINT(-43.2192 -22.8305),True,7.666666666666667,False
180240,M,,Firefox,Windows,United States,POINT(-97.822 37.751),False,10.0,False
187195,M,61,Chrome,Windows,United States,POINT(-78.6253 35.7977),True,10.333333333333334,False
194092,M,72,Firefox,Windows,Australia,POINT(143.2104 -33.494),False,7.0,False
1l1aft,,18,Chrome,MacOS X,United States,POINT(-122.3558 37.526),True,9.0,False
203826,M,22,Chrome,Windows,Australia,POINT(151.1982 -33.8612),False,15.0,False
214161,F,31,Firefox,Windows,Portugal,POINT(-9.1394 38.7139),False,14.0,False
221068,,70,Chrome,MacOS X,Hong Kong,POINT(114.15 22.291),False,9.0,False
229504,M,15,Chrome,Windows,France,POINT(2.5627 48.8498),True,16.0,False
237262,F,34,Chrome,Windows,United Kingdom,POINT(-0.1224 51.4964),False,10.0,False
244412,F,43,Safari,MacOS X,United Kingdom,POINT(-0.1224 51.4964),False,14.0,False
253156,M,66,Chrome,MacOS X,Kuwait,POINT(47.6581 29.3375),False,17.0,False
260519,F,52,Chrome,Windows,Austria,POINT(13.044 47.7994),False,14.0,False
26cb37,M,67,Edge,Windows,Taiwan,POINT(121 23.5),False,10.5,True
276346,F,46,Chrome,Windows,Taiwan,POINT(121 23.5),False,12.25,False
284919,M,55,Firefox,Windows,United States,POINT(-90.3829 38.789),False,10.0,False
293055,,69,Chrome,Windows,Switzerland,POINT(8.55 47.3667),True,12.0,False
299543,,22,Chrome,Windows,United States,POINT(-121.9552 37.3541),False,12.0,False
2xoqvh,F,29,Firefox,Windows,Russia,POINT(37.6068 55.7386),False,6.0,False
307310,F,44,Firefox,Windows,Japan,POINT(139.69 35.69),False,9.666666666666666,False
315030,F,49,Safari,MacOS X,,,False,10.5,False
323779,M,74,IE,Windows,Australia,POINT(115.7699 -31.7873),False,6.0,False
331322,M,30,Firefox,Windows,France,POINT(2.3387 48.8582),True,14.0,False
340475,F,24,Chrome,Windows,United States,POINT(-77.5757 37.5949),True,19.0,False
349884,F,76,Chrome,Windows,United States,POINT(-97.822 37.751),False,8.0,False
356917,M,21,Edge,Windows,Finland,POINT(24.9375 60.1708),False,10.0,False
363732,F,64,Firefox,Windows,Albania,POINT(20 41),True,10.0,False
370527,M,29,Chrome,MacOS X,China,POINT(116.3883 39.9289),False,13.0,False
378581,M,52,Chrome,Windows,Netherlands,POINT(5.1191 52.0938),False,9.0,False
386286,,66,Chrome,Windows,Republic of Korea,POINT(126.7317 37.4536),False,8.666666666666666,False
394276,M,33,Chrome,Windows,United States,POINT(-117.1649 32.8072),False,10.0,False
3jy1hl,M,75,Chrome,Windows,Belgium,POINT(4.35 50.85),False,13.0,False
404219,F,32,Chrome,Windows,United States,POINT(-74.0104 40.7087),False,11.0,False
411202,F,68,Safari,MacOS X,Germany,POINT(9.491 51.2993),False,7.25,True
418164,F,67,Chrome,Windows,United States,POINT(-97.822 37.751),False,11.5,False
426869,F,24,Chrome,Windows,United States,POINT(-86.7806 35.9985),False,10.0,False
434748,F,57,Chrome,Windows,United States,POINT(-80.3839 25.8588),False,10.0,False
441532,,36,Chrome,Windows,Brazil,POINT(-43.1844 -22.5108),False,11.333333333333334,False
449849,M,33,Chrome,Windows,United States,POINT(-76.8844 40.2737),True,16.0,False
457991,,61,Chrome,Windows,United States,POINT(-97.822 37.751),False,11.25,False
465166,F,19,Firefox,Windows,Republic of Korea,POINT(126.9743 37.5111),False,10.5,False
471708,F,65,Chrome,Windows,United Kingdom,POINT(-0.1224 51.4964),False,12.0,False
47rt4c,M,37,Chrome,Windows,Japan,POINT(139.69 35.69),False,16.0,False
489599,M,52,Chrome,Windows,United Kingdom,POINT(-1.1667 52.9667),False,10.333333333333334,False
495710,M,,Chrome,Windows,United States,POINT(-77.6843 43.286),False,9.5,False
4nrxa9,M,63,Chrome,Windows,United States,POINT(-90.7789 38.9905),False,10.5,False
505725,M,37,Chrome,Windows,United States,POINT(-97.822 37.751),False,19.0,False
513904,M,37,Firefox,Windows,United Kingdom,POINT(-1.5667 54.7667),False,10.75,False
520074,M,55,Firefox,Windows,United Kingdom,POINT(-0.0955 51.5092),False,11.2,False
527465,F,22,Chrome,Windows,Japan,POINT(139.7677 35.6427),True,15.0,False
538353,M,26,Chrome,Windows,United States,POINT(-84.1803 33.9058),False,13.0,False
546510,M,31,Chrome,Windows,Japan,POINT(139.5588 35.6345),False,9.0,False
553413,,35,Chrome,Windows,Japan,POINT(139.7677 35.6427),True,9.4,False
561463,F,,Chrome,Windows,India,POINT(77.2 28.6),True,12.0,False
569613,M,45,Chrome,Windows,United States,POINT(-84.0261 31.5126),False,8.333333333333334,False
579476,F,49,Firefox,Linux,United States,POINT(-74.4637 40.5516),True,9.0,False
588482,F,,Chrome,Windows,,POINT(0 0),False,12.0,False
597396,M,41,Firefox,Windows,Germany,POINT(7.3106 51.4925),False,14.0,False
5s7r37,M,65,Chrome,MacOS X,Germany,POINT(9.491 51.2993),False,8.5,False
606470,F,57,Chrome,Windows,United States,POINT(-84.3689 37.9952),False,12.0,False
614322,M,59,Chrome,Windows,Germany,POINT(7.85 48),True,8.6,False
622025,F,61,Safari,MacOS X,Australia,POINT(153.0215 -27.4732),True,10.25,False
629635,M,,Edge,Windows,France,POINT(4.9026 48.5831),False,13.0,False
638595,F,66,Chrome,Windows,Germany,POINT(10.7854 49.4134),False,11.0,False
648113,,61,IE,Windows,United States,POINT(-97.822 37.751),True,10.75,True
655395,F,64,Firefox,Windows,China,POINT(118.7778 32.0617),True,10.666666666666666,False
663654,M,48,Chrome,Windows,Netherlands,POINT(6.55 53.2167),False,14.5,False
670974,F,69,Chrome,Windows,United Kingdom,POINT(-1.2333 51.7667),False,9.25,False
681518,M,43,Firefox,MacOS X,Denmark,POINT(12.0564 55.7123),True,11.0,False
690710,F,16,Safari,MacOS X,Canada,POINT(-79.3978 43.75),False,11.0,False
698802,M,,Chrome,MacOS X,Spain,POINT(-0.7505 41.3032),True,9.25,False
6wxyhs,M,52,Chrome,Windows,Brazil,POINT(-43.2192 -22.8305),False,15.0,False
705922,F,28,Chrome,Windows,China,POINT(118.7778 32.0617),False,7.0,False
713416,F,62,Safari,MacOS X,Italy,POINT(9.1262 45.5756),False,12.0,True
721767,M,37,Chrome,Windows,China,POINT(116.9972 36.6683),False,19.0,False
731094,M,39,Edge,Windows,United States,POINT(-77.4728 39.0481),True,8.333333333333334,False
739901,M,58,Chrome,Windows,United States,POINT(-117.1324 32.8073),False,14.0,False
749k4h,M,41,Chrome,Windows,United States,POINT(-73.9139 40.8529),True,11.666666666666666,False
758639,F,44,Chrome,Windows,United States,POINT(-95.2676 29.6235),False,11.0,False
765903,M,,Chrome,Windows,France,POINT(2.3387 48.8582),True,8.0,False
772761,F,31,Chrome,Windows,United States,POINT(-86.0886 39.7139),False,14.0,False
780191,M,,IE,Windows,Brazil,POINT(-43.7075 -22.7439),True,17.0,False
788341,F,35,Firefox,Windows,United States,POINT(-97.822 37.751),False,8.0,False
796203,M,54,Firefox,Windows,China,POINT(113.7266 34.7725),True,11.5,False
7q9bl8,F,35,Chrome,Windows,France,POINT(2.3387 48.8582),True,10.0,False
804515,F,38,Chrome,Windows,Ukraine,POINT(32.0621 49.4285),False,8.5,False
814952,M,47,Firefox,Linux,Taiwan,POINT(121 23.5),False,11.333333333333334,True
821974,F,32,Chrome,MacOS X,United States,POINT(-71.517 42.4917),True,14.0,False
829857,F,47,Chrome,Windows,Netherlands,POINT(5.3399 51.9801),False,13.0,False
837389,F,41,Chrome,Windows,United States,POINT(-77.1922 38.864),False,13.5,False
844899,F,52,Firefox,MacOS X,China,POINT(113.7266 34.7725),True,11.6,False
852981,F,49,Chrome,Windows,Greece,POINT(22.9439 40.6403),True,12.25,False
860219,M,49,Chrome,Windows,Greece,POINT(23.7333 37.9833),True,9.4,False
867868,F,31,Chrome,MacOS X,Canada,POINT(-113.2854 54.7169),False,14.5,False
876z04,F,,Chrome,Windows,Egypt,POINT(31.223 30.0355),False,10.0,False
883222,F,25,Safari,MacOS X,China,POINT(113.7266 34.7725),False,18.0,False
892263,M,59,Safari,MacOS X,United States,POINT(-122.0778 37.551),True,11.5,False
899803,F,66,Chrome,Linux,United States,POINT(-97.822 37.751),False,19.0,False
8ythge,,57,Chrome,MacOS X,Mexico,POINT(-97.45 20.55),False,14.0,False
907651,,71,Chrome,Windows,Russia,POINT(37.6184 55.7485),True,9.0,False
915570,F,14,Firefox,MacOS X,United States,POINT(-86.5861 34.7304),True,12.0,False
921085,,53,Edge,Windows,Japan,POINT(139.69 35.69),False,8.0,False
929671,M,39,Chrome,MacOS X,Germany,POINT(9.491 51.2993),False,14.5,False
938649,M,62,Safari,MacOS X,,,False,13.5,False
946102,M,38,Edge,Windows,Australia,POINT(143.2104 -33.494),False,9.5,False
954858,F,55,Chrome,MacOS X,Poland,POINT(21.0362 52.2394),False,8.0,False
962212,M,41,Chrome,Windows,Sweden,POINT(18.056 59.3247),True,10.4,True
969500,M,41,Chrome,Windows,Croatia,POINT(16.3317 45.0908),True,10.0,False
978076,M,25,Safari,MacOS X,United States,POINT(-122.1206 47.6801),True,11.666666666666666,False
985654,M,59,Firefox,Windows,United States,POINT(-98.4936 29.4241),False,13.0,False
992376,M,68,Chrome,Windows,Germany,POINT(7.4378 51.5198),False,14.666666666666666,True
999160,M,52,Chrome,Windows,China,POINT(113.1136 28.1792),False,9.6,False
a3du5p,M,36,Firefox,MacOS X,United States,POINT(-77.0177 38.9085),True,14.0,False
aqrciq,,71,Chrome,MacOS X,Japan,POINT(139.69 35.69),False,6.0,False
bg7495,M,23,IE,Windows,Netherlands,POINT(4.8995 52.3824),False,13.0,False
cdkot1,M,68,IE,Windows,Taiwan,POINT(121.4966 25.0418),False,15.0,False
d51zjf,M,21,Chrome,Windows,Ghana,POINT(-2 8),False,7.0,False
dzes2s,M,31,Chrome,Linux,Portugal,POINT(-9.0875 38.8463),False,9.0,False
enni98,F,74,Chrome,Windows,Ukraine,POINT(30.5233 50.45),False,15.5,False
fdh024,M,73,Chrome,MacOS X,United States,POINT(-122.1826 37.3762),True,6.0,False
g4tek9,F,,Chrome,Windows,Netherlands,POINT(4.8995 52.3824),False,14.0,False
gy42u2,F,70,Chrome,Windows,South Africa,POINT(28.0833 -26.2),False,16.0,False
hr1igq,,,Chrome,Windows,United States,POINT(-87.6376 41.8824),True,11.25,False
iin41k,F,65,Safari,MacOS X,Vietnam,POINT(105.85 21.0333),False,13.0,False
j5uc8n,F,,Chrome,Windows,Syria,POINT(38 35),False,14.0,False
ju2q2q,F,17,Chrome,Windows,United States,POINT(-97.822 37.751),False,14.0,False
kepkcn,M,70,Firefox,Windows,United States,POINT(-77.0146 38.8933),False,13.5,False
ldmne5,M,65,IE,Windows,United States,POINT(-97.822 37.751),True,5.0,False
m6ftj0,F,39,Chrome,Windows,United States,POINT(-71.123 42.366),False,13.0,False
mwu58q,,48,Chrome,MacOS X,United States,POINT(-77.2223 38.9499),True,11.666666666666666,False
nx7ove,F,58,Chrome,Windows,China,POINT(118.0819 24.4798),False,14.0,False
ol7dz2,,31,Chrome,Windows,Brazil,POINT(-46.6289 -23.5464),True,9.5,False
pbh4o5,,45,Chrome,Windows,China,POINT(116.3883 39.9289),True,7.75,False
